hello
Results for create_user():
	Mean: 80.2738
	Standard Deviation: 8.161402723150044
	Variance: 66.60849440944095
	Coefficient of Variation: 0.10166956993626868

Results for follow():
	Mean: 78.7218
	Standard Deviation: 6.389779940558898
	Variance: 40.82928768876888
	Coefficient of Variation: 0.08116912901583676

Results for post_tweet():
	Mean: 911.0678
	Standard Deviation: 99.5066337495949
	Variance: 9901.570160176017
	Coefficient of Variation: 0.10921978995371683

Results for unfollow():
	Mean: 78.6597
	Standard Deviation: 6.071291622727146
	Variance: 36.86058196819682
	Coefficient of Variation: 0.07718427126885999

Results for delete_user():
	Mean: 105.2009
	Standard Deviation: 33.51330263246721
	Variance: 1123.1414533353336
	Coefficient of Variation: 0.3185647901535748

create_user	follow	post_tweet	unfollow	delete_user
79	71	897	73	105
78	80	910	84	99
78	78	910	78	100
79	79	932	73	109
84	102	911	73	114
79	79	898	79	106
79	81	954	89	122
79	78	1045	78	109
78	89	896	84	107
91	81	899	78	108
78	78	925	74	110
85	80	914	78	101
78	78	898	79	108
78	80	915	78	101
79	78	924	79	119
79	80	920	85	106
78	79	889	78	106
78	84	893	77	108
84	76	909	78	105
78	81	967	78	105
78	76	892	78	108
78	79	897	78	107
79	78	907	85	103
79	79	914	78	100
79	71	890	78	100
78	77	903	79	109
79	81	913	78	101
77	81	1057	78	102
78	81	901	79	106
78	80	903	85	108
79	80	944	79	109
78	81	908	79	107
85	73	900	78	106
79	81	899	80	113
78	80	930	88	104
79	72	929	79	109
78	71	896	84	104
79	77	903	78	108
80	77	901	73	106
79	78	1090	79	107
79	71	896	78	101
79	79	912	78	100
79	80	924	79	103
79	79	921	85	108
79	77	899	79	102
79	79	896	78	108
79	80	906	79	108
84	78	1039	78	100
78	78	897	78	99
78	77	911	78	105
78	81	916	84	99
78	79	917	79	102
78	78	901	78	107
83	73	909	78	109
89	73	897	74	100
82	78	937	78	100
81	79	901	78	105
82	71	905	78	108
82	80	926	75	100
83	81	993	78	103
78	80	900	79	107
85	79	908	73	105
78	80	894	79	109
78	79	963	80	112
77	72	940	73	106
78	82	928	78	100
89	77	891	78	99
79	83	1069	73	108
84	92	895	73	109
84	80	895	79	111
78	81	893	79	109
79	78	926	77	109
79	80	896	79	105
78	80	906	78	107
79	74	912	73	109
83	79	951	78	106
78	76	897	78	108
78	79	904	78	100
79	76	901	78	106
79	80	970	79	106
78	78	890	78	106
79	80	904	78	125
79	78	916	79	101
79	79	929	78	106
78	76	929	77	107
78	78	906	79	116
79	77	897	85	109
79	81	1048	79	107
78	73	905	79	100
79	77	1009	78	108
80	85	906	79	100
78	80	862	88	103
78	81	909	79	105
79	82	908	80	115
78	81	916	78	109
87	79	972	78	108
78	71	928	79	105
87	79	901	79	109
83	78	912	78	103
79	73	996	78	114
78	71	907	85	106
79	76	915	78	107
77	79	905	74	102
78	76	966	79	101
85	70	907	79	100
78	78	915	78	105
78	80	914	78	103
78	88	1065	85	109
79	78	908	78	103
79	81	919	79	115
79	80	905	79	109
85	78	923	78	107
78	77	900	77	100
78	77	911	78	105
78	87	901	85	135
78	79	955	79	103
78	76	895	79	99
78	71	892	79	115
77	72	899	73	100
79	79	998	91	100
77	78	926	79	112
77	74	947	85	108
77	81	906	73	100
77	81	931	86	109
79	80	949	78	109
78	79	965	74	105
78	81	935	78	105
78	80	1030	78	105
78	73	942	79	105
78	80	941	78	105
78	80	932	78	100
78	80	978	73	108
78	77	941	74	108
81	79	955	78	116
80	81	940	79	109
79	79	991	84	109
78	80	934	78	106
78	79	902	78	108
78	71	909	73	108
78	79	992	79	101
84	76	894	78	109
78	78	906	78	101
79	78	898	84	105
78	79	922	78	106
79	83	897	78	106
78	78	897	78	109
78	77	908	78	101
86	88	1045	78	106
78	78	899	79	109
78	82	894	84	108
78	78	925	80	104
78	81	920	79	100
90	73	908	79	101
78	77	908	84	109
107	82	898	79	100
105	80	935	79	103
93	78	904	83	105
91	80	898	79	119
92	80	908	79	108
79	80	974	79	109
96	71	894	78	105
80	78	935	79	108
79	80	910	78	103
80	71	952	78	108
78	70	911	79	109
78	82	902	77	109
78	77	901	74	103
85	86	1066	79	100
78	73	904	79	100
79	80	909	78	99
78	80	916	79	103
79	81	936	78	108
78	116	909	79	103
78	80	903	79	100
103	81	907	78	111
79	78	968	78	99
78	76	913	80	99
78	85	912	78	106
79	79	907	80	100
85	81	1005	79	102
79	76	909	78	100
84	71	907	78	118
78	73	903	73	100
77	76	929	83	100
79	79	907	84	106
79	70	924	79	107
78	86	903	74	100
78	81	1060	78	103
78	81	911	78	113
79	81	900	73	106
79	80	903	79	106
79	81	927	79	105
79	72	913	73	105
78	87	906	78	99
78	79	927	79	104
79	80	961	73	109
79	76	895	73	107
78	77	897	78	105
78	79	900	78	108
79	78	987	79	108
79	85	899	77	111
79	78	900	78	108
78	73	904	73	108
88	79	941	78	101
79	76	908	81	108
78	93	898	78	102
79	78	915	80	112
78	86	1010	78	105
81	80	900	78	105
79	79	895	78	108
79	77	905	79	100
78	80	915	79	106
78	77	904	78	114
78	82	898	86	107
80	87	884	80	104
79	81	927	78	100
79	72	906	79	100
84	77	898	78	108
78	79	906	78	106
78	80	972	79	103
79	79	910	85	106
79	81	900	79	105
90	81	919	79	110
79	80	932	79	108
81	72	899	79	144
79	79	902	79	108
78	80	917	79	104
79	73	1063	85	108
79	78	948	78	143
79	78	901	78	109
79	78	911	76	103
86	78	938	79	101
78	73	909	89	101
77	90	919	78	100
79	87	914	84	104
78	81	934	79	108
89	76	908	79	104
85	78	914	77	101
87	79	911	79	109
78	78	998	78	100
78	76	915	79	100
78	76	923	85	104
79	87	908	79	101
79	78	955	80	103
79	76	904	79	101
87	71	900	78	109
79	73	914	73	100
77	78	1059	78	99
78	80	917	85	111
78	78	907	79	108
78	81	900	75	99
78	81	927	80	103
87	81	915	78	118
79	81	910	74	105
