Results for create_user():
	Mean: 119.70312765376879
	Standard Deviation: 9.99837340875389
	Variance: 99.9674708208769
	Coefficient of Variation: 0.08352641743558567

Results for follow():
	Mean: 122.66751539350713
	Standard Deviation: 11.44192440884808
	Variance: 130.91763417779347
	Coefficient of Variation: 0.09327591230769892

Results for post_tweet():
	Mean: 858.864220085949
	Standard Deviation: 91.64098373595642
	Variance: 8398.069900093831
	Coefficient of Variation: 0.10670019962734698

Results for unfollow():
	Mean: 120.7259741171871
	Standard Deviation: 9.509581261277791
	Variance: 90.4321357648457
	Coefficient of Variation: 0.07876996918697021

Results for delete_user():
	Mean: 148.50513638705178
	Standard Deviation: 11.603836413854609
	Variance: 134.64901951949818
	Coefficient of Variation: 0.07813760989122497

create_user	follow	post_tweet	unfollow	delete_user
182.3902130126953	126.12342834472656	225.30555725097656	124.93133544921875	154.73365783691406
171.89979553222656	119.92454528808594	226.9744873046875	120.40138244628906	154.97207641601562
173.80714416503906	125.885009765625	222.92137145996094	122.54714965820312	153.54156494140625
206.47048950195312	119.20928955078125	224.11346435546875	122.30873107910156	152.11105346679688
134.2296600341797	119.68612670898438	175.95291137695312	120.87821960449219	157.1178436279297
132.3223114013672	118.49403381347656	174.2839813232422	120.63980102539062	150.6805419921875
131.84547424316406	119.20928955078125	174.04556274414062	184.77439880371094	151.63421630859375
135.18333435058594	119.44770812988281	180.24444580078125	123.9776611328125	152.82630920410156
133.75282287597656	118.73245239257812	179.76760864257812	123.50082397460938	151.8726348876953
133.514404296875	120.1629638671875	174.04556274414062	122.0703125	150.91896057128906
172.61505126953125	125.64659118652344	173.80714416503906	121.11663818359375	150.6805419921875
133.03756713867188	119.44770812988281	173.80714416503906	118.97087097167969	171.89979553222656
133.03756713867188	118.97087097167969	172.8534698486328	120.40138244628906	153.54156494140625
133.03756713867188	118.01719665527344	172.61505126953125	144.95849609375	151.63421630859375
132.56072998046875	118.97087097167969	179.290771484375	136.37542724609375	150.6805419921875
131.84547424316406	119.44770812988281	184.2975616455078	121.11663818359375	150.6805419921875
131.6070556640625	117.54035949707031	172.3766326904297	118.49403381347656	152.587890625
173.80714416503906	118.255615234375	173.33030700683594	120.40138244628906	158.78677368164062
137.56752014160156	122.78556823730469	172.61505126953125	121.35505676269531	152.587890625
133.03756713867188	121.83189392089844	283.95652770996094	121.59347534179688	150.44212341308594
131.6070556640625	118.97087097167969	242.2332763671875	120.1629638671875	149.4884490966797
130.65338134765625	118.49403381347656	241.5180206298828	124.45449829101562	152.11105346679688
130.8917999267578	119.20928955078125	240.80276489257812	120.63980102539062	152.34947204589844
131.6070556640625	118.49403381347656	249.1474151611328	121.59347534179688	157.5946807861328
176.6681671142578	118.73245239257812	219.58351135253906	121.59347534179688	149.25003051757812
257.9689025878906	121.59347534179688	217.67616271972656	120.63980102539062	150.44212341308594
132.7991485595703	118.73245239257812	218.39141845703125	118.255615234375	151.8726348876953
132.08389282226562	138.28277587890625	239.1338348388672	120.1629638671875	151.3957977294922
132.56072998046875	118.97087097167969	217.437744140625	121.35505676269531	152.82630920410156
135.18333435058594	120.87821960449219	222.20611572265625	127.55393981933594	151.63421630859375
145.19691467285156	124.21607971191406	216.48406982421875	119.68612670898438	156.16416931152344
134.7064971923828	119.44770812988281	217.91458129882812	118.49403381347656	152.11105346679688
134.94491577148438	118.97087097167969	255.82313537597656	120.87821960449219	199.79476928710938
134.7064971923828	118.01719665527344	216.00723266601562	121.35505676269531	153.3031463623047
139.9517059326172	123.9776611328125	217.437744140625	121.35505676269531	149.72686767578125
138.0443572998047	121.11663818359375	237.2264862060547	119.68612670898438	150.6805419921875
138.0443572998047	118.97087097167969	235.08071899414062	117.77877807617188	171.89979553222656
144.72007751464844	125.40817260742188	218.6298370361328	134.46807861328125	151.8726348876953
138.28277587890625	119.20928955078125	217.67616271972656	123.26240539550781	150.44212341308594
